generation,N_shifts,logPrior,logLik,eventRate,acceptRate
20200000,5,28.0333,111.608,3.81592,0.306968
20300000,4,20.703,69.8244,1.90829,0.3201
20400000,5,29.7881,92.068,2.80535,0.320133
20500000,2,14.9663,105.737,1.43535,0.312384
20600000,5,32.0726,96.6567,2.94449,0.30211
20700000,2,13.2288,91.7855,2.28376,0.312374
20800000,2,14.958,102.211,0.954458,0.318739
20900000,2,15.9394,105.197,1.01941,0.316296
21000000,3,20.705,90.6783,2.04301,0.317956
21100000,8,48.4825,98.9081,3.72565,0.31648
21200000,3,20.3494,90.2348,0.79772,0.316341
21300000,4,24.1948,106.945,1.98716,0.319007
21400000,4,21.3635,107.969,1.43719,0.31604
21500000,3,20.8571,92.653,1.53989,0.317806
21600000,3,18.7482,76.8104,2.95369,0.319893
21700000,2,15.1274,90.1809,0.886167,0.317235
21800000,5,27.8223,96.1957,2.30964,0.314018
21900000,3,23.314,99.7178,1.05775,0.318328
22000000,3,22.2669,73.8224,1.30184,0.330285
22100000,3,21.3246,99.6505,1.03597,0.330292
22200000,5,30.6854,95.9981,4.62709,0.319782
22300000,3,20.1726,101.084,2.44807,0.3145
22400000,2,16.534,93.4284,0.754089,0.322458
22500000,3,19.5872,70.646,2.53916,0.324528
22600000,6,37.691,96.9945,3.10831,0.316829
22700000,2,15.4609,94.11,2.09083,0.317645
22800000,2,17.4721,94.866,1.36211,0.311698
22900000,3,18.4034,106.728,3.30878,0.30706
23000000,4,23.8532,73.8043,2.64424,0.313395
23100000,4,19.3486,101.135,5.14589,0.322553
23200000,3,20.2943,92.206,0.595193,0.3091
23300000,4,22.7617,96.7659,2.24306,0.322154
23400000,5,27.1288,102.169,2.16925,0.31413
23500000,2,14.3945,96.8383,2.33061,0.318244
23600000,6,29.9607,111.952,2.28128,0.31898
23700000,4,22.5767,105.065,1.58243,0.317438
23800000,4,25.0954,101.476,2.06168,0.33823
23900000,3,20.549,92.1069,1.80351,0.324188
24000000,4,27.3383,91.91,2.47424,0.325293
24100000,5,32.101,122.541,2.15084,0.318936
24200000,4,21.3284,85.6389,3.43267,0.322713
24300000,2,15.4057,89.7532,2.69772,0.321997
24400000,6,31.0096,102.866,2.32285,0.318535
24500000,3,22.5118,102.746,1.43147,0.322865
24600000,5,29.9971,91.5611,3.69982,0.324116
24700000,4,19.8068,104.997,2.35719,0.332255
24800000,3,11.3941,110.263,5.05028,0.329638
24900000,2,14.1588,73.7581,3.05007,0.320883
25000000,3,22.0095,101.575,1.85468,0.332507
25100000,2,16.423,87.2648,1.05682,0.319204
25200000,5,32.5476,100.186,2.7482,0.315743
25300000,3,15.507,95.6898,5.03478,0.319304
25400000,4,24.3115,101.264,2.01179,0.319382
25500000,2,14.5997,93.2579,1.92374,0.328087
25600000,4,23.5843,87.0534,3.02072,0.319233
25700000,2,14.1888,95.0161,2.21161,0.318524
25800000,4,21.355,94.2527,4.80271,0.317595
25900000,3,21.6647,82.7187,1.24147,0.3164
