generation,N_shifts,logPrior,logLik,eventRate,acceptRate
59100000,2,21.543,138.82,1.19675,0.398573
59200000,5,37.5494,140.219,1.83276,0.37606
59300000,3,25.6075,138.405,1.9388,0.397076
59400000,4,30.8006,131.309,2.52932,0.39567
59500000,4,32.5998,133.395,1.6724,0.36484
59600000,8,60.667,128.757,4.41239,0.398131
59700000,9,64.2209,142.044,4.97622,0.379867
59800000,6,44.4347,119.34,5.58752,0.397828
59900000,1,14.6178,109.426,1.02643,0.408185
60000000,3,25.308,133.153,1.34803,0.391711
60100000,0,7.57436,115.169,0.538736,0.391014
60200000,4,33.9004,125.387,3.2552,0.397325
60300000,6,43.7155,134.919,2.58796,0.391477
60400000,7,47.2508,149.927,6.90659,0.399457
60500000,2,20.9684,141.738,1.57107,0.396645
60600000,3,27.2229,137.747,2.20039,0.38404
60700000,2,19.9766,114.291,0.79486,0.3972
60800000,9,65.2424,121.464,4.14413,0.396753
60900000,4,34.3405,134.402,1.33611,0.395771
61000000,2,20.8358,107.06,0.89767,0.387392
61100000,5,39.1267,147.857,2.79242,0.395718
61200000,5,34.0689,127.514,2.12868,0.388008
61300000,4,30.1161,124.289,1.71973,0.40215
61400000,4,31.713,137.347,3.64655,0.399642
61500000,2,20.5493,140.204,0.858935,0.396755
61600000,4,27.4633,108.614,4.16789,0.395779
61700000,2,20.2134,129.762,0.948077,0.402528
61800000,4,30.1803,137.538,3.78443,0.372547
61900000,4,36.9229,135.692,1.89863,0.395053
62000000,2,17.0889,134.834,1.5479,0.399977
62100000,2,18.597,124.367,1.1103,0.394615
62200000,3,27.5154,147.089,1.5073,0.36866
62300000,4,29.2089,121.973,3.43882,0.393744
62400000,0,2.99337,115.626,0.517272,0.399542
62500000,3,27.4639,136.452,2.65572,0.393358
62600000,3,25.502,147.596,2.76756,0.39541
62700000,4,32.1964,136.528,1.28404,0.387895
62800000,3,28.1697,136.547,1.05607,0.39494
62900000,2,18.1851,114.635,1.74983,0.391554
63000000,3,25.5986,126.222,1.39824,0.394487
63100000,4,33.4872,142.712,2.50517,0.391209
63200000,3,27.0976,133.276,1.53687,0.391401
63300000,5,31.7128,143.411,2.29056,0.393571
63400000,4,35.4026,97.3895,2.26409,0.40651
63500000,3,27.028,123.934,2.02821,0.403441
63600000,7,55.6741,130.37,3.32208,0.409
63700000,6,45.1972,131.618,3.06635,0.391338
63800000,2,19.07,132.257,2.22198,0.391878
63900000,2,19.4928,142.017,1.80292,0.392173
64000000,7,50.6057,138.799,4.04843,0.389452
64100000,5,37.2164,144.564,2.68249,0.405106
64200000,4,32.4337,135.05,1.65629,0.387106
64300000,3,27.5892,128.175,1.02382,0.398084
64400000,6,48.6278,141.215,2.06448,0.406697
64500000,5,28.3851,114.009,7.3082,0.406059
64600000,4,33.4325,142.769,2.59499,0.40854
64700000,6,52.3193,147.212,1.85722,0.408604
64800000,7,45.4399,121.903,5.79177,0.406272
64900000,5,37.5335,126.632,3.93677,0.400429
65000000,3,27.2975,119.679,1.29226,0.391478
65100000,2,17.1288,135.953,2.15645,0.39612
65200000,3,26.2877,135.218,1.77505,0.379503
65300000,2,16.9467,131.965,0.0706647,0.393083
65400000,5,38.6716,128.849,2.59794,0.373137
65500000,6,44.7942,121.976,3.76801,0.40302
65600000,2,20.3743,103.79,1.09615,0.392626
65700000,2,16.7168,107.255,1.3218,0.411393
65800000,2,18.2581,134.392,1.20022,0.392137
65900000,1,12.3431,121.652,0.581295,0.38279
66000000,3,21.3809,140.57,1.66579,0.387059
66100000,2,19.9412,133.722,1.75136,0.43319
66200000,4,31.4558,104.225,3.88125,0.41806
66300000,3,22.9746,98.6086,2.62362,0.391622
66400000,3,28.0122,130.327,0.838987,0.37828
66500000,6,34.3929,130.272,3.73,0.389386
66600000,3,24.7827,135.886,3.262,0.39668
66700000,3,23.8236,122.854,1.33205,0.389831
66800000,3,20.0656,124.722,3.41401,0.39405
66900000,5,38.4968,151.995,4.78827,0.392233
67000000,3,28.1169,114.207,1.85115,0.404922
67100000,4,31.883,124.37,2.91838,0.405013
67200000,3,28.512,127.095,1.32682,0.39547
67300000,2,19.9138,136.408,0.496451,0.39217
67400000,7,48.6409,145.199,4.65979,0.401716
67500000,5,37.362,143.307,4.34328,0.39874
67600000,3,27.9433,126.27,1.98555,0.38321
67700000,2,19.0901,125.724,1.35239,0.396185
67800000,4,29.0757,141.963,3.97078,0.39177
67900000,3,24.0726,139.744,2.06879,0.38747
68000000,3,27.7515,128.441,1.19559,0.400066
68100000,3,21.3635,135.968,3.29454,0.389053
68200000,3,19.6991,129.483,3.15985,0.390731
68300000,4,34.1701,149.982,2.86219,0.394218
68400000,1,14.4772,100.984,0.871594,0.390468
68500000,7,51.3143,114.557,6.24792,0.41053
68600000,4,36.7096,136.864,1.4095,0.406196
68700000,1,15.9415,120.728,0.159431,0.399343
