generation,N_shifts,logPrior,logLik,eventRate,acceptRate
12300000,4,16.4041,-11.6448,1.40654,0.24835
12400000,8,32.9204,18.8855,5.11609,0.248834
12500000,4,18.6042,27.1842,4.04853,0.24927
12600000,4,19.1568,14.9993,1.77458,0.277673
12700000,7,32.5612,33.7716,2.23863,0.249216
12800000,15,52.9859,37.5742,12.1042,0.2438
12900000,3,16.3444,14.4784,2.50761,0.267173
13000000,6,30.0588,34.3482,2.42687,0.28056
13100000,5,25.9307,17.5778,2.48204,0.248293
13200000,5,21.7382,35.2239,3.9286,0.248375
13300000,5,18.4413,34.2577,6.43623,0.24823
13400000,5,25.0254,37.721,2.1488,0.245047
13500000,5,20.4983,22.2708,3.53978,0.248507
13600000,5,23.9552,25.1309,1.19668,0.25097
13700000,5,26.9599,19.7415,0.746884,0.245305
13800000,6,30.0327,23.1765,2.05281,0.249913
13900000,4,20.5204,37.9969,1.65943,0.251227
14000000,5,24.5397,40.7207,1.97443,0.247265
14100000,4,18.9651,25.5712,5.13982,0.249587
14200000,5,23.318,19.6031,0.865053,0.246343
14300000,4,20.1984,38.0679,4.62943,0.246611
14400000,4,10.468,32.2205,2.99901,0.247393
14500000,5,22.6211,27.9243,2.50352,0.246896
14600000,4,22.1653,45.267,1.67366,0.24143
14700000,7,29.6586,26.8332,5.04636,0.247537
14800000,7,32.2683,40.1155,2.66786,0.244872
14900000,3,13.2894,29.3004,5.29231,0.247004
15000000,8,35.0921,32.3459,5.36795,0.249407
15100000,4,20.9348,25.3864,2.3958,0.25026
15200000,6,30.4648,22.5484,1.92627,0.24952
15300000,4,20.5192,22.6113,2.02414,0.251854
15400000,7,30.4794,52.4699,5.75665,0.245192
15500000,10,47.1589,31.0377,3.07029,0.255996
15600000,3,15.6193,23.6073,2.83257,0.25665
15700000,7,22.748,14.8327,4.29328,0.25055
15800000,5,22.7758,26.3592,1.35176,0.258038
15900000,6,28.225,25.3414,2.07621,0.257
16000000,4,18.0115,20.6638,2.32202,0.251679
16100000,4,17.1198,21.8032,1.85802,0.25678
16200000,13,41.8432,23.0027,4.7644,0.251634
16300000,8,37.0395,46.0792,2.89653,0.25578
16400000,5,16.2238,9.11539,3.62681,0.28417
16500000,4,16.9414,25.3388,2.43654,0.258478
16600000,6,28.5649,17.3058,2.46197,0.24778
16700000,3,15.9955,27.3553,3.44233,0.251189
16800000,4,16.0945,31.9029,2.97667,0.27085
16900000,3,15.0608,22.0627,2.2758,0.255367
17000000,6,22.951,27.4566,2.39199,0.262318
17100000,5,18.9073,38.224,3.85537,0.25361
17200000,6,23.7493,22.5519,1.70528,0.25444
17300000,5,20.0088,30.4153,4.34582,0.264429
17400000,4,22.4401,30.8413,3.064,0.246398
17500000,6,23.0394,16.536,3.94668,0.263072
17600000,4,20.054,22.7928,2.55167,0.258295
17700000,3,14.9679,11.8175,2.30264,0.259793
17800000,8,35.3678,39.3023,4.00421,0.2502
17900000,3,9.88305,36.5506,3.23857,0.25385
18000000,6,24.9863,42.8311,2.71127,0.253873
18100000,5,15.5169,20.2283,4.04474,0.261452
18200000,7,24.9845,36.4787,2.66039,0.261254
18300000,11,43.7452,13.841,4.24469,0.242503
18400000,4,15.9274,9.35739,1.48446,0.24169
18500000,4,19.517,11.6686,2.52599,0.252814
18600000,3,13.3677,24.7964,1.2672,0.246283
18700000,6,22.2107,17.3821,7.54183,0.27471
18800000,3,14.9162,23.0209,1.51973,0.253013
18900000,8,33.5306,24.7767,6.03005,0.253716
19000000,7,24.4253,26.8489,3.51127,0.271857
19100000,9,40.0083,32.9538,8.0908,0.266822
19200000,5,20.2602,27.9717,4.87221,0.256997
19300000,5,15.2924,50.3627,1.79671,0.261663
19400000,8,36.3353,43.9408,2.03565,0.253582
19500000,7,31.0468,18.4561,2.86325,0.255048
19600000,4,21.9009,22.2779,3.22421,0.258132
19700000,7,30.6283,35.4702,4.80892,0.247345
19800000,4,22.1322,27.7911,1.85385,0.260951
19900000,8,35.5032,24.9018,5.08597,0.248155
20000000,4,20.4049,29.3422,3.97111,0.2487
20100000,5,22.6046,29.6072,1.76697,0.24229
20200000,5,17.2384,43.8694,2.86015,0.250998
20300000,5,16.1468,27.9447,8.39558,0.247059
20400000,6,28.8434,50.7988,4.74456,0.247094
20500000,7,35.112,23.1057,3.24018,0.251246
20600000,4,15.086,0.701386,4.45562,0.282368
20700000,6,30.0656,35.9454,2.67494,0.243843
20800000,4,18.386,35.8871,3.30926,0.2587
20900000,11,43.1037,29.993,5.4067,0.253515
21000000,6,26.7942,25.5096,3.12138,0.250503
21100000,5,25.6975,21.2922,3.83584,0.281665
21200000,2,14.2932,11.9425,0.456064,0.282109
21300000,3,16.0129,18.9867,1.07959,0.247915
21400000,7,32.9003,50.3567,4.24431,0.25099
21500000,8,38.2857,24.245,3.41424,0.280297
21600000,5,21.5962,28.2288,3.06848,0.245982
21700000,6,19.0353,37.0159,3.50449,0.243828
21800000,7,34.9914,28.3739,2.86279,0.276763
21900000,4,19.389,27.8929,2.57327,0.27602
22000000,4,23.9112,33.427,1.34772,0.247099
22100000,5,21.4745,39.6704,4.56659,0.247309
22200000,3,17.2706,28.6948,1.60227,0.25461
22300000,7,29.0847,18.9978,4.74985,0.25111
22400000,8,37.1087,28.0591,2.03085,0.246808
22500000,5,22.4237,31.5894,3.21174,0.246344
22600000,9,40.9438,29.6369,5.55665,0.279142
22700000,3,18.4683,22.5363,1.02872,0.248007
22800000,2,12.2025,-0.370289,1.22416,0.278258
22900000,6,27.9669,45.0138,3.88902,0.248495
23000000,4,21.8591,21.6032,1.0046,0.256009
23100000,4,22.0075,24.0223,1.99899,0.259143
23200000,7,25.4261,5.84622,3.9706,0.256208
23300000,9,36.2162,30.3534,5.37215,0.248955
23400000,4,20.3077,26.0106,3.61609,0.249678
23500000,7,22.5699,43.9668,6.93482,0.256653
23600000,8,30.3081,37.6625,7.0533,0.256774
23700000,9,38.8468,33.5376,5.92228,0.24733
